#front|back
可|[kě] ~able, (=可以 kěyǐ) may, can, (=可是 kěshì) but, however; 可愛 kě'ài loveable, cute; 可能 kě'néng possible, probable, maybe; 可口可樂 kěkǒukělè Coca Cola<br /><br />[kè] 可汗 kèhán khan
她|[tā] she, her
里|[lǐ] neighbourhood, half kilometer, {family name}>, 裏,裡 in, inside, lining; 哪裏? nǎli? where?; 那裏 nàli there; 這裏 zhèli here
后|[hòu] queen, 後 after, behind, {family name}>; 後天 hòutiān the day after tomorrow
小|[xiǎo] small; 大小 dàxiǎo size
么|[me/mo] 麼,末 (interrogative suffix) 什麽? shénme? what?; 為什麽? wèishénme? why? 沒什麽! méi shénme! It doesn't matter!, Never mind!; 怎麽? zěnme? how?<br /><br />[yāo] (S幺) youngest, one (e.g. in bus/house/phone numbers)
心|[xīn] heart; 小心 xiǎoxīn be careful; 心理 xīnlǐ psychology, mentality; 中心 zhōngxīn center
多|[duō] many, much, more; 多大 duōdà how large?; 多少 duōshǎo how many/much?
天|[tiān] sky, heaven, god, day, (=天空 tiānkōng) sky; 天氣 tiānqì weather<br /><br />{天幹 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters are sometimes used as ordinal numbers}<br /><br />{Compare with 夫 fū man and 無 wú without}
而|[ér] (=而且 érqiě) and, furthermore, (=然而 rán'ér) yet, even so
能|[néng] can, be able; 能夠 nénggòu be capable of; 可能 kě'néng maybe
好|[hǎo] good, good to..., easy to...; 你好! Nǐhǎo! Hello!<br /><br />[hào] to like<br /><br />[hāo] 好好兒 hǎohāor in perfectly good condition
都|[dōu] all<br /><br />[dū] (=首都 shǒudū) capital city
然|[rán] right, correct, so, like that; 雖然 suīrán although; 忽然 hūrán suddenly; 當然 dāngrán of course; 自然 zìrán nature
没|[méi] (=沒有 méiyǒu) haven't, there isn't; 有沒有? Yǒuméiyǒu? Is there or isn't there? Have (you) or haven't (you)?<br /><br />[mò] sink, overflow, disappear, confiscate
日|[rì] sun, (=日子 rìzi) day; 日記 rìjì diary; 日光 rìguāng sunlight<br /><br />{Compare with 曰 yuē say, 目 mù eye and 甘 gān sweet}
于|[yú] {family name}>, 於 in, at, for, to, from, by, than<br /><br />{Compare with 千 qiān thousand and 幹 gān stem}
起|[qǐ] rise, start; 起來 qǐlai get up; 對不起 duìbuqǐ excuse me<br /><br />[qi] (when used as a verb complement)
还|[hái] still, yet<br /><br />[huán] return, give back
发|[fā] 發 deliver, utter, express, shoot, emit, develop, expand<br /><br />[fà] 發 hair<br /><br />[fa] 發 頭發 tóufa hair
成|[chéng] (=成為 chéngwéi, =變成 biànchéng) become, {family name}>; 成功 chénggōng succeed; 完成 wánchéng accomplish, complete, fulfill; 成語 chéngyǔ idiom
事|[shì] matter, affair, thing, event, accident, job, responsibility; 事情 shìqing situation
只|[zhǐ] only, just, merely, {classifier implying "one of a pair", animals, vessels, utensils, etc.}>; 一只貓 yì zhǐ māo a cat<br /><br />[zhī] 隻 single, one, only<br /><br />{Compare with 兄 xiōng brother}
作|[zuò] do, make; 工作 gōngzuò work; 作業 zuòyè homework<br /><br />[zuó] 作踐 zuójian spoil, waste, humiliate, insult<br /><br />[zuō] do
当|[dāng] 當 serve as, 當 ding-dong<br /><br />[dàng] 當 proper, right, equal, (=當作 dàngzuò) treat as, regard as
想|[xiǎng] think, feel, consider, want, remember
看|[kàn] see, look at, read, think, consider<br /><br />[kān] look after, tend; 看守 kānshǒu guard
文|[wén] language, literature, {family name}>; 文化 wénhuà culture; 中文 Zhōngwén Chinese (written) language
无|[wú] without, nothingness, have not<br /><br />[mó] 南無 nánmó {Sanskrit}> to give oneself totally to<br /><br />{Compare with 天 tiān heaven}
开|[kāi] open; 開始 kāishǐ begin 打開 dǎkāi open, unfold<br /><br />[kai] (when used as a verb complement)<br /><br />{Compare with 並 bìng combine}
手|[shǒu] hand, a person skilled in something; 揮手 huīshǒu wave; 拍手 pāishǒu clap; 握手 wòshǒu shake/clasp hands<br /><br />{Compare with 毛 máo hair}
十|[shí] ten; 十三 shísān thirteen; 五十 wǔshí fifty; 十月 shíyuè October
用|[yòng] use; 好用 hǎoyòng useful; 不用 búyòng there's no need; 使用 shǐyòng use, apply<br /><br />{Compare with 甩 shuǎi swing}
主|[zhǔ] lord, master, host, god, (=主要 zhǔyào) main, primary; 主義 zhǔyì doctrine, ~ism; 主頁 zhùyè homepage<br /><br />{Compare with 王 wáng king}
行|[xíng] go, OK; 行動 xíngdòng action, operation, move, get about, act<br /><br />[háng] line; 銀行 yínháng bank; 行業 hángyè profession<br /><br />[hàng] 樹行子 shùhàngzi rows of trees<br /><br />[héng] (phonetic radical)
方|[fāng] side, square; 地方 dìfang place; 方面 fāngmiàn aspect<br /><br />{Compare with 萬 wàn ten thousand}
又|[yòu] again, both... and...
如|[rú] like, as, as if, (=如果 rúguǒ) if; 如此 rúcǐ like this
前|[qián] in front, previous, ago, former, first; 前天 the day before yesterday
所|[suǒ] place; 所以 suǒyǐ so, therefore; 所有 suǒyǒu all; 廁所 cèsuǒ toilet
本|[běn] basis, origin, edition, {classifier for books, periodicals, files, etc.}>; 本人 běnrén I, me, myself; 日本 Rìběn Japan<br /><br />{Compare with 木 mù tree}
见|[jiàn] appear to be, meet with, call on, (=看見 kànjian) see; 意見 yìjian idea, view, opinion; 聽見 tīngjiàn hear<br /><br />[xiàn] show, appear, become visible<br /><br />{Compare with 貝 bèi shellfish}
经|[jīng] longitude (both geographic and in Chinese medecin), scripture, constant, regular, {family name}>, deal with, (=經紀 jīngjì) manage (a business); 已經 yǐjing already; 經過 jīngguò pass, go through; 經驗 jīngyàn experience; 經由 jīngyóu via, by way of; 經常 jīngcháng frequent, daily; 易經 Yìjīng Book of Changes;
头|[tóu] head, top, first, {classifier for livestock, garlic, etc.}>; 頭發 tóufa hair<br /><br />[tou] 石頭 shítou stone
面|[miàn] face, surface, {classifier for mirrors, flags, etc.}>, 麵 wheat flour, (=面條 miàntiáo) noodle; 面包 miànbāo bread
公|[gōng] public, official; 公裏 gōnglǐ kilometer; 辦公室 bàngōngshì office; 公司 gōngsī company; 公共 gōnggòng public, communal, common; 公共汽車 gōnggòngqìchē (public) bus; 李公 Lǐgōng (honorable and old) Mr Li
同|[tóng] same, with; 同誌 tóngzhì comrade<br /><br />[tòng] 衕 胡同 hútòng lane
三|[sān] three; 第三世界 dì-sān shìjiè 3rd World; 三月 sānyuè March
已|[yǐ] stop, cease, end, (=已經 yǐjīng) already<br /><br />{Compare with 己 jǐ self, which is "open" on the left side}
老|[lǎo] old, venerable, outdated; 老師 lǎoshī teacher; 老虎 lǎohǔ tiger; 老張 lǎo Zhāng old Zhang = dear (friend) Mr Zhang
从|[cóng] from, through, join, follower, secondary<br /><br />[cōng] 黑從從 hēicōngcōng murky
动|[dòng] move, change, arouce; 動物 dòngwù animal; 活動 huódòng activity; 運動 yùndòng sports
两|[liǎng] two (before classifier), 50 grams
长|[cháng] long, lasting, length<br /><br />[zhǎng] grow up, chief, head, older, elder
