#front|back
這|[zhè] this; 这儿 zhèr here<br /><br />[zhèi] this (before classifier)
中|[zhōng] middle, in; 中国 Zhōngguó China<br /><br />[zhòng] hit (a target)
大|[dà] big; 多大? duōdà? how large?; 大小 dàxiǎo size; 大家 dàjiā everybody<br /><br />[dài] 大夫 dàifu doctor<br /><br />{Compare with 太 tài very and 木 mù tree}
來|[lái] come; 原来 yuánlái originally, as a matter of fact; 来年 láinián coming/next year(s)<br /><br />[lai] (when used as a verb complement); 起来 qǐlai get up
上|[shàng] above, on, over, top, (go) up, last, previous<br /><br />[shǎng] 上声 shǎngshēng 3rd tone in Mandarin<br /><br />[shang] (when used as a verb complement)<br /><br />{Compare with 下 xià under}
國|[guó] (=国家 guójiā) country, state, nation, {family name}>; 中国 Zhōngguó China; 美国 Měiguó USA
個,箇|[gè] {general and non-specific classifier}>; 个人 gèrén personal; 个人主页 gèrénzhùyè personal homepage<br /><br />[gě] 自个 zìgě oneself
到|[dào] to, towards, until, arrive, reach
說|[shuō] explain, scold, refer to, (=说话 shuōhuà) speak, say; 游说 yóushuō persuade<br /><br />[shuì] try to persuade; 游说 yóushuì lobbying
們|[men] {pluralizing suffix for pronouns and nouns referring to persons}>; 我们 wǒmen we; 人们 rénmen people, persons
為|[wèi] for, for the sake of, in order to, in this connection<br /><br />[wéi] do, act, act as, be, become; 认为 rènwéi think or believe that...; 以为 yǐwéi think or believe erroneously that...<br /><br />{Compare with 办 bàn do}
子|[zǐ] child, son; 子女 zǐnǚ sons and daughters; 儿子 érzi son<br /><br />[zi] (noun suffix); 桌子 zhuōzi table<br /><br />{Compare with 了 le {particle}>}
和|[hé] together, with, (F龢) harmony, gentle, mild, kind, {family name}>; 和平 hépíng peace<br /><br />[Hé] Japan<br /><br />[huo] 暖和 nuǎnhuo nice and warm<br /><br />[hè] join in singing, compose a poem in reply<br /><br />[huó] mix with water<br /><br />[huò] mix, blend<br /><br />[hú] complete a set in Mahjong
你|[nǐ] (Alternative feminine form: 妳 nǐ) you, your; 你们 nǐmen you (plural)
地|[dì] earth, ground, soil, place, position, distance; 地支 dìzhī the Twelve Terrestrial Branches<br /><br />[de] {adverbial particle: descripion + 地 + verb}>, ~ly; 快地走 kuàide zǒu walk quickly
出|[chū] go out, come out, in direction out from something, emit, issue, prouce; 出现 chūxiàn appear, emerge, (F齣) {classifier for operas and plays}>
道|[dào] way, path, channel, way, say, a streak (of light), doctrine, {classifier for rivers, topics, etc.}>, (=道教 Dàojiào) Taoism; 知道 zhīdao know<br /><br />[dǎo] (=导 dǎo) lead; 领道 = 领导 lǐngdǎo leader
也|[yě] also, as well; 也许 yěxǔ perhaps
時|[shí] period, season, (=时间 shíjiān, =时候 shíhou) time, (=小时 xiǎoshí) hour
年|[nián] year, {family name}>; 今年 jīnnián this year; 明年 míngnián next year; 去年 qùnián last year; 中年 zhōngnián middle age
得|[de] {adverbial particle: verb + 得 + descripion}>; 走得快 zǒude kuài walk quickly<br /><br />[dé] get, reach, achieve<br /><br />[děi] should
就|[jiù] just, simply, right away; 就要 jiùyào about to (do something); 这就是我! Zhè jiùshì wǒ! This is simply me!; 他就要去. Tā jiùyào qù. He is about to leave.
那|[nà] that<br /><br />[nèi] that (before classifier)<br /><br />[nuó] 禅那 chánnuó deep meditation<br /><br />[nuò] 无那 wúnuò helpless, unfortunately<br /><br />[nǎ] (=哪 nǎ) what?<br /><br />[něi] (=哪 něi before classifier) which?
要|[yào] want, will, shall, need, important, essential; 主要 zhǔyào main, fundamental<br /><br />[yāo] 要求 yāoqiú demand
下|[xià] below, under, (go) down, next (as opposed to previous/last)<br /><br />{Compare with 上 shàng above}
以|[yǐ] use, take, according to, because of, in order to; 可以 kěyǐ OK, may; 所以 suǒyǐ so, therefore, as a result; 以外 yǐwài beyond, except
生|[shēng] give birth, life; 先生 xiānsheng mister, gentleman, Sir
會|[huì] can, able, meet, meeting, society, union, party<br /><br />[kuài] 会计 kuàijì accounting<br /><br />[huǐ] 会儿 huìr moment
自|[zì] from, since, (=自己 zìjǐ) self; 自然 zìrán nature<br /><br />{Compare with 目 mù eye and 白 bái white}
著|[zhe] {verb particle marking a continuing progress/state}><br /><br />[zháo] touch<br /><br />[zhuó] wear clothes, dress, touch<br /><br />[zhāo] put in, add, (F招) make move in chess, trick, decieve
去|[qù] go, leave, depart (opposite of 来 lái)
之|[zhī] {subordinator similar to 的 de}>, it (in classical texts)
過|[guò] pass, cross, go by, exceed, {verb particle marking that someone has had the experience of doing something, that it has happened at least once}>; 过马路 guò mǎlù cross the street; 我去过中国两次. wǒ qùguo Zhōngguó liǎng cì. I have gone to China twice.
家|[jiā] home, house, family; 国家 guójiā nation; 大家 dàjiā everybody<br /><br />[jie] 整天家 zhěngtiānjie all day long; 家里 jiālǐ (at) home, (in the) family
學|[xué] study, learn; 学校 xuéxiào school; 学生 xuésheng student<br /><br />{Compare with 字 zì written character}
對|[duì] correct, answer, treat, agree, mutual, pair; 对不起 duìbuqǐ excuse me
可|[kě] ~able, (=可以 kěyǐ) may, can, (=可是 kěshì) but, however; 可爱 kě'ài loveable, cute; 可能 kě'néng possible, probable, maybe; 可口可乐 kěkǒukělè Coca Cola<br /><br />[kè] 可汗 kèhán khan
她|[tā] she, her
里|[lǐ] neighbourhood, half kilometer, {family name}>, (F裏,裡) in, inside, lining; 哪里? nǎli? where?; 那里 nàli there; 这里 zhèli here
后|[hòu] queen, (F後) after, behind, {family name}>; 后天 hòutiān the day after tomorrow
小|[xiǎo] small; 大小 dàxiǎo size
么|[me/mo] (F麼,末) (interrogative suffix) 什么? shénme? what?; 为什么? wèishénme? why? 没什么! méi shénme! It doesn't matter!, Never mind!; 怎么? zěnme? how?<br /><br />[yāo] (S幺) youngest, one (e.g. in bus/house/phone numbers)
心|[xīn] heart; 小心 xiǎoxīn be careful; 心理 xīnlǐ psychology, mentality; 中心 zhōngxīn center
多|[duō] many, much, more; 多大 duōdà how large?; 多少 duōshǎo how many/much?
天|[tiān] sky, heaven, god, day, (=天空 tiānkōng) sky; 天气 tiānqì weather<br /><br />{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters are sometimes used as ordinal numbers}<br /><br />{Compare with 夫 fū man and 无 wú without}
而|[ér] (=而且 érqiě) and, furthermore, (=然而 rán'ér) yet, even so
能|[néng] can, be able; 能够 nénggòu be capable of; 可能 kě'néng maybe
好|[hǎo] good, good to..., easy to...; 你好! Nǐhǎo! Hello!<br /><br />[hào] to like<br /><br />[hāo] 好好儿 hǎohāor in perfectly good condition
都|[dōu] all<br /><br />[dū] (=首都 shǒudū) capital city
然|[rán] right, correct, so, like that; 虽然 suīrán although; 忽然 hūrán suddenly; 当然 dāngrán of course; 自然 zìrán nature
沒|[méi] (=没有 méiyǒu) haven't, there isn't; 有没有? Yǒuméiyǒu? Is there or isn't there? Have (you) or haven't (you)?<br /><br />[mò] sink, overflow, disappear, confiscate
日|[rì] sun, (=日子 rìzi) day; 日记 rìjì diary; 日光 rìguāng sunlight<br /><br />{Compare with 曰 yuē say, 目 mù eye and 甘 gān sweet}
于|[yú] {family name}>, (F於) in, at, for, to, from, by, than<br /><br />{Compare with 千 qiān thousand and 干 gān stem}
起|[qǐ] rise, start; 起来 qǐlai get up; 对不起 duìbuqǐ excuse me<br /><br />[qi] (when used as a verb complement)
還|[hái] still, yet<br /><br />[huán] return, give back
发|[fā] (F發) deliver, utter, express, shoot, emit, develop, expand<br /><br />[fà] (F髮) hair<br /><br />[fa] (F髮) 头发 tóufa hair
成|[chéng] (=成为 chéngwéi, =变成 biànchéng) become, {family name}>; 成功 chénggōng succeed; 完成 wánchéng accomplish, complete, fulfill; 成语 chéngyǔ idiom
事|[shì] matter, affair, thing, event, accident, job, responsibility; 事情 shìqing situation
祇|[zhǐ] only, just, merely, {classifier implying "one of a pair", animals, vessels, utensils, etc.}>; 一只猫 yì zhǐ māo a cat<br /><br />[zhī] (F隻) single, one, only<br /><br />{Compare with 兄 xiōng brother}
作|[zuò] do, make; 工作 gōngzuò work; 作业 zuòyè homework<br /><br />[zuó] 作践 zuójian spoil, waste, humiliate, insult<br /><br />[zuō] do
当|[dāng] (F當) serve as, (F噹) ding-dong<br /><br />[dàng] (F當) proper, right, equal, (=当作 dàngzuò) treat as, regard as
想|[xiǎng] think, feel, consider, want, remember
看|[kàn] see, look at, read, think, consider<br /><br />[kān] look after, tend; 看守 kānshǒu guard
文|[wén] language, literature, {family name}>; 文化 wénhuà culture; 中文 Zhōngwén Chinese (written) language
無|[wú] without, nothingness, have not<br /><br />[mó] 南无 nánmó {Sanskrit}> to give oneself totally to<br /><br />{Compare with 天 tiān heaven}
開|[kāi] open; 开始 kāishǐ begin 打开 dǎkāi open, unfold<br /><br />[kai] (when used as a verb complement)<br /><br />{Compare with 并 bìng combine}
手|[shǒu] hand, a person skilled in something; 挥手 huīshǒu wave; 拍手 pāishǒu clap; 握手 wòshǒu shake/clasp hands<br /><br />{Compare with 毛 máo hair}
十(A拾)|[shí] ten; 十三 shísān thirteen; 五十 wǔshí fifty; 十月 shíyuè October
用|[yòng] use; 好用 hǎoyòng useful; 不用 búyòng there's no need; 使用 shǐyòng use, apply<br /><br />{Compare with 甩 shuǎi swing}
主|[zhǔ] lord, master, host, god, (=主要 zhǔyào) main, primary; 主义 zhǔyì doctrine, ~ism; 主页 zhùyè homepage<br /><br />{Compare with 王 wáng king}
行|[xíng] go, OK; 行动 xíngdòng action, operation, move, get about, act<br /><br />[háng] line; 银行 yínháng bank; 行业 hángyè profession<br /><br />[hàng] 树行子 shùhàngzi rows of trees<br /><br />[héng] (phonetic radical)
方|[fāng] side, square; 地方 dìfang place; 方面 fāngmiàn aspect<br /><br />{Compare with 万 wàn ten thousand}
又|[yòu] again, both... and...
如|[rú] like, as, as if, (=如果 rúguǒ) if; 如此 rúcǐ like this
前|[qián] in front, previous, ago, former, first; 前天 the day before yesterday
所|[suǒ] place; 所以 suǒyǐ so, therefore; 所有 suǒyǒu all; 厕所 cèsuǒ toilet
本|[běn] basis, origin, edition, {classifier for books, periodicals, files, etc.}>; 本人 běnrén I, me, myself; 日本 Rìběn Japan<br /><br />{Compare with 木 mù tree}
見|[jiàn] appear to be, meet with, call on, (=看见 kànjian) see; 意见 yìjian idea, view, opinion; 听见 tīngjiàn hear<br /><br />[xiàn] show, appear, become visible<br /><br />{Compare with 贝 bèi shellfish}
經|[jīng] longitude (both geographic and in Chinese medecin), scripture, constant, regular, {family name}>, deal with, (=经纪 jīngjì) manage (a business); 已经 yǐjing already; 经过 jīngguò pass, go through; 经验 jīngyàn experience; 经由 jīngyóu via, by way of; 经常 jīngcháng frequent, daily; 易经 Yìjīng Book of Changes;
頭|[tóu] head, top, first, {classifier for livestock, garlic, etc.}>; 头发 tóufa hair<br /><br />[tou] 石头 shítou stone
面|[miàn] face, surface, {classifier for mirrors, flags, etc.}>, (F麵) wheat flour, (=面条 miàntiáo) noodle; 面包 miànbāo bread
公|[gōng] public, official; 公里 gōnglǐ kilometer; 办公室 bàngōngshì office; 公司 gōngsī company; 公共 gōnggòng public, communal, common; 公共汽车 gōnggòngqìchē (public) bus; 李公 Lǐgōng (honorable and old) Mr Li
同|[tóng] same, with; 同志 tóngzhì comrade<br /><br />[tòng] (F衕) 胡同 hútòng lane
三(A叁)|[sān] three; 第三世界 dì-sān shìjiè 3rd World; 三月 sānyuè March
已|[yǐ] stop, cease, end, (=已经 yǐjīng) already<br /><br />{Compare with 己 jǐ self, which is "open" on the left side}
老|[lǎo] old, venerable, outdated; 老师 lǎoshī teacher; 老虎 lǎohǔ tiger; 老张 lǎo Zhāng old Zhang = dear (friend) Mr Zhang
從|[cóng] from, through, join, follower, secondary<br /><br />[cōng] 黑从从 hēicōngcōng murky
動|[dòng] move, change, arouce; 动物 dòngwù animal; 活动 huódòng activity; 运动 yùndòng sports
兩|[liǎng] two (before classifier), 50 grams
長|[cháng] long, lasting, length<br /><br />[zhǎng] grow up, chief, head, older, elder
