#front|back
這|[zhè] this; 这儿 zhèr here<br /><br />[zhèi] this (before classifier)
中|[zhōng] middle, in; 中国 Zhōngguó China<br /><br />[zhòng] hit (a target)
大|[dà] big; 多大? duōdà? how large?; 大小 dàxiǎo size; 大家 dàjiā everybody<br /><br />[dài] 大夫 dàifu doctor<br /><br />{Compare with 太 tài very and 木 mù tree}
來|[lái] come; 原来 yuánlái originally, as a matter of fact; 来年 láinián coming/next year(s)<br /><br />[lai] (when used as a verb complement); 起来 qǐlai get up
上|[shàng] above, on, over, top, (go) up, last, previous<br /><br />[shǎng] 上声 shǎngshēng 3rd tone in Mandarin<br /><br />[shang] (when used as a verb complement)<br /><br />{Compare with 下 xià under}
國|[guó] (=国家 guójiā) country, state, nation, {family name}>; 中国 Zhōngguó China; 美国 Měiguó USA
個,箇|[gè] {general and non-specific classifier}>; 个人 gèrén personal; 个人主页 gèrénzhùyè personal homepage<br /><br />[gě] 自个 zìgě oneself
到|[dào] to, towards, until, arrive, reach
說|[shuō] explain, scold, refer to, (=说话 shuōhuà) speak, say; 游说 yóushuō persuade<br /><br />[shuì] try to persuade; 游说 yóushuì lobbying
們|[men] {pluralizing suffix for pronouns and nouns referring to persons}>; 我们 wǒmen we; 人们 rénmen people, persons
為|[wèi] for, for the sake of, in order to, in this connection<br /><br />[wéi] do, act, act as, be, become; 认为 rènwéi think or believe that...; 以为 yǐwéi think or believe erroneously that...<br /><br />{Compare with 办 bàn do}
子|[zǐ] child, son; 子女 zǐnǚ sons and daughters; 儿子 érzi son<br /><br />[zi] (noun suffix); 桌子 zhuōzi table<br /><br />{Compare with 了 le {particle}>}
和|[hé] together, with, (F龢) harmony, gentle, mild, kind, {family name}>; 和平 hépíng peace<br /><br />[Hé] Japan<br /><br />[huo] 暖和 nuǎnhuo nice and warm<br /><br />[hè] join in singing, compose a poem in reply<br /><br />[huó] mix with water<br /><br />[huò] mix, blend<br /><br />[hú] complete a set in Mahjong
你|[nǐ] (Alternative feminine form: 妳 nǐ) you, your; 你们 nǐmen you (plural)
地|[dì] earth, ground, soil, place, position, distance; 地支 dìzhī the Twelve Terrestrial Branches<br /><br />[de] {adverbial particle: descripion + 地 + verb}>, ~ly; 快地走 kuàide zǒu walk quickly
出|[chū] go out, come out, in direction out from something, emit, issue, prouce; 出现 chūxiàn appear, emerge, (F齣) {classifier for operas and plays}>
道|[dào] way, path, channel, way, say, a streak (of light), doctrine, {classifier for rivers, topics, etc.}>, (=道教 Dàojiào) Taoism; 知道 zhīdao know<br /><br />[dǎo] (=导 dǎo) lead; 领道 = 领导 lǐngdǎo leader
也|[yě] also, as well; 也许 yěxǔ perhaps
時|[shí] period, season, (=时间 shíjiān, =时候 shíhou) time, (=小时 xiǎoshí) hour
年|[nián] year, {family name}>; 今年 jīnnián this year; 明年 míngnián next year; 去年 qùnián last year; 中年 zhōngnián middle age
得|[de] {adverbial particle: verb + 得 + descripion}>; 走得快 zǒude kuài walk quickly<br /><br />[dé] get, reach, achieve<br /><br />[děi] should
就|[jiù] just, simply, right away; 就要 jiùyào about to (do something); 这就是我! Zhè jiùshì wǒ! This is simply me!; 他就要去. Tā jiùyào qù. He is about to leave.
那|[nà] that<br /><br />[nèi] that (before classifier)<br /><br />[nuó] 禅那 chánnuó deep meditation<br /><br />[nuò] 无那 wúnuò helpless, unfortunately<br /><br />[nǎ] (=哪 nǎ) what?<br /><br />[něi] (=哪 něi before classifier) which?
要|[yào] want, will, shall, need, important, essential; 主要 zhǔyào main, fundamental<br /><br />[yāo] 要求 yāoqiú demand
下|[xià] below, under, (go) down, next (as opposed to previous/last)<br /><br />{Compare with 上 shàng above}
以|[yǐ] use, take, according to, because of, in order to; 可以 kěyǐ OK, may; 所以 suǒyǐ so, therefore, as a result; 以外 yǐwài beyond, except
生|[shēng] give birth, life; 先生 xiānsheng mister, gentleman, Sir
會|[huì] can, able, meet, meeting, society, union, party<br /><br />[kuài] 会计 kuàijì accounting<br /><br />[huǐ] 会儿 huìr moment
自|[zì] from, since, (=自己 zìjǐ) self; 自然 zìrán nature<br /><br />{Compare with 目 mù eye and 白 bái white}
著|[zhe] {verb particle marking a continuing progress/state}><br /><br />[zháo] touch<br /><br />[zhuó] wear clothes, dress, touch<br /><br />[zhāo] put in, add, (F招) make move in chess, trick, decieve
去|[qù] go, leave, depart (opposite of 来 lái)
之|[zhī] {subordinator similar to 的 de}>, it (in classical texts)
過|[guò] pass, cross, go by, exceed, {verb particle marking that someone has had the experience of doing something, that it has happened at least once}>; 过马路 guò mǎlù cross the street; 我去过中国两次. wǒ qùguo Zhōngguó liǎng cì. I have gone to China twice.
家|[jiā] home, house, family; 国家 guójiā nation; 大家 dàjiā everybody<br /><br />[jie] 整天家 zhěngtiānjie all day long; 家里 jiālǐ (at) home, (in the) family
學|[xué] study, learn; 学校 xuéxiào school; 学生 xuésheng student<br /><br />{Compare with 字 zì written character}
對|[duì] correct, answer, treat, agree, mutual, pair; 对不起 duìbuqǐ excuse me
可|[kě] ~able, (=可以 kěyǐ) may, can, (=可是 kěshì) but, however; 可爱 kě'ài loveable, cute; 可能 kě'néng possible, probable, maybe; 可口可乐 kěkǒukělè Coca Cola<br /><br />[kè] 可汗 kèhán khan
她|[tā] she, her
里|[lǐ] neighbourhood, half kilometer, {family name}>, (F裏,裡) in, inside, lining; 哪里? nǎli? where?; 那里 nàli there; 这里 zhèli here
后|[hòu] queen, (F後) after, behind, {family name}>; 后天 hòutiān the day after tomorrow
小|[xiǎo] small; 大小 dàxiǎo size
么|[me/mo] (F麼,末) (interrogative suffix) 什么? shénme? what?; 为什么? wèishénme? why? 没什么! méi shénme! It doesn't matter!, Never mind!; 怎么? zěnme? how?<br /><br />[yāo] (S幺) youngest, one (e.g. in bus/house/phone numbers)
心|[xīn] heart; 小心 xiǎoxīn be careful; 心理 xīnlǐ psychology, mentality; 中心 zhōngxīn center
多|[duō] many, much, more; 多大 duōdà how large?; 多少 duōshǎo how many/much?
天|[tiān] sky, heaven, god, day, (=天空 tiānkōng) sky; 天气 tiānqì weather<br /><br />{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters are sometimes used as ordinal numbers}<br /><br />{Compare with 夫 fū man and 无 wú without}
而|[ér] (=而且 érqiě) and, furthermore, (=然而 rán'ér) yet, even so
能|[néng] can, be able; 能够 nénggòu be capable of; 可能 kě'néng maybe
好|[hǎo] good, good to..., easy to...; 你好! Nǐhǎo! Hello!<br /><br />[hào] to like<br /><br />[hāo] 好好儿 hǎohāor in perfectly good condition
都|[dōu] all<br /><br />[dū] (=首都 shǒudū) capital city
然|[rán] right, correct, so, like that; 虽然 suīrán although; 忽然 hūrán suddenly; 当然 dāngrán of course; 自然 zìrán nature
沒|[méi] (=没有 méiyǒu) haven't, there isn't; 有没有? Yǒuméiyǒu? Is there or isn't there? Have (you) or haven't (you)?<br /><br />[mò] sink, overflow, disappear, confiscate
日|[rì] sun, (=日子 rìzi) day; 日记 rìjì diary; 日光 rìguāng sunlight<br /><br />{Compare with 曰 yuē say, 目 mù eye and 甘 gān sweet}
于|[yú] {family name}>, (F於) in, at, for, to, from, by, than<br /><br />{Compare with 千 qiān thousand and 干 gān stem}
起|[qǐ] rise, start; 起来 qǐlai get up; 对不起 duìbuqǐ excuse me<br /><br />[qi] (when used as a verb complement)
還|[hái] still, yet<br /><br />[huán] return, give back
发|[fā] (F發) deliver, utter, express, shoot, emit, develop, expand<br /><br />[fà] (F髮) hair<br /><br />[fa] (F髮) 头发 tóufa hair
成|[chéng] (=成为 chéngwéi, =变成 biànchéng) become, {family name}>; 成功 chénggōng succeed; 完成 wánchéng accomplish, complete, fulfill; 成语 chéngyǔ idiom
事|[shì] matter, affair, thing, event, accident, job, responsibility; 事情 shìqing situation
祇|[zhǐ] only, just, merely, {classifier implying "one of a pair", animals, vessels, utensils, etc.}>; 一只猫 yì zhǐ māo a cat<br /><br />[zhī] (F隻) single, one, only<br /><br />{Compare with 兄 xiōng brother}
作|[zuò] do, make; 工作 gōngzuò work; 作业 zuòyè homework<br /><br />[zuó] 作践 zuójian spoil, waste, humiliate, insult<br /><br />[zuō] do
当|[dāng] (F當) serve as, (F噹) ding-dong<br /><br />[dàng] (F當) proper, right, equal, (=当作 dàngzuò) treat as, regard as
想|[xiǎng] think, feel, consider, want, remember
看|[kàn] see, look at, read, think, consider<br /><br />[kān] look after, tend; 看守 kānshǒu guard
文|[wén] language, literature, {family name}>; 文化 wénhuà culture; 中文 Zhōngwén Chinese (written) language
無|[wú] without, nothingness, have not<br /><br />[mó] 南无 nánmó {Sanskrit}> to give oneself totally to<br /><br />{Compare with 天 tiān heaven}
開|[kāi] open; 开始 kāishǐ begin 打开 dǎkāi open, unfold<br /><br />[kai] (when used as a verb complement)<br /><br />{Compare with 并 bìng combine}
手|[shǒu] hand, a person skilled in something; 挥手 huīshǒu wave; 拍手 pāishǒu clap; 握手 wòshǒu shake/clasp hands<br /><br />{Compare with 毛 máo hair}
十(A拾)|[shí] ten; 十三 shísān thirteen; 五十 wǔshí fifty; 十月 shíyuè October
用|[yòng] use; 好用 hǎoyòng useful; 不用 búyòng there's no need; 使用 shǐyòng use, apply<br /><br />{Compare with 甩 shuǎi swing}
主|[zhǔ] lord, master, host, god, (=主要 zhǔyào) main, primary; 主义 zhǔyì doctrine, ~ism; 主页 zhùyè homepage<br /><br />{Compare with 王 wáng king}
行|[xíng] go, OK; 行动 xíngdòng action, operation, move, get about, act<br /><br />[háng] line; 银行 yínháng bank; 行业 hángyè profession<br /><br />[hàng] 树行子 shùhàngzi rows of trees<br /><br />[héng] (phonetic radical)
方|[fāng] side, square; 地方 dìfang place; 方面 fāngmiàn aspect<br /><br />{Compare with 万 wàn ten thousand}
又|[yòu] again, both... and...
如|[rú] like, as, as if, (=如果 rúguǒ) if; 如此 rúcǐ like this
前|[qián] in front, previous, ago, former, first; 前天 the day before yesterday
所|[suǒ] place; 所以 suǒyǐ so, therefore; 所有 suǒyǒu all; 厕所 cèsuǒ toilet
本|[běn] basis, origin, edition, {classifier for books, periodicals, files, etc.}>; 本人 běnrén I, me, myself; 日本 Rìběn Japan<br /><br />{Compare with 木 mù tree}
見|[jiàn] appear to be, meet with, call on, (=看见 kànjian) see; 意见 yìjian idea, view, opinion; 听见 tīngjiàn hear<br /><br />[xiàn] show, appear, become visible<br /><br />{Compare with 贝 bèi shellfish}
經|[jīng] longitude (both geographic and in Chinese medecin), scripture, constant, regular, {family name}>, deal with, (=经纪 jīngjì) manage (a business); 已经 yǐjing already; 经过 jīngguò pass, go through; 经验 jīngyàn experience; 经由 jīngyóu via, by way of; 经常 jīngcháng frequent, daily; 易经 Yìjīng Book of Changes;
頭|[tóu] head, top, first, {classifier for livestock, garlic, etc.}>; 头发 tóufa hair<br /><br />[tou] 石头 shítou stone
面|[miàn] face, surface, {classifier for mirrors, flags, etc.}>, (F麵) wheat flour, (=面条 miàntiáo) noodle; 面包 miànbāo bread
公|[gōng] public, official; 公里 gōnglǐ kilometer; 办公室 bàngōngshì office; 公司 gōngsī company; 公共 gōnggòng public, communal, common; 公共汽车 gōnggòngqìchē (public) bus; 李公 Lǐgōng (honorable and old) Mr Li
同|[tóng] same, with; 同志 tóngzhì comrade<br /><br />[tòng] (F衕) 胡同 hútòng lane
三(A叁)|[sān] three; 第三世界 dì-sān shìjiè 3rd World; 三月 sānyuè March
已|[yǐ] stop, cease, end, (=已经 yǐjīng) already<br /><br />{Compare with 己 jǐ self, which is "open" on the left side}
老|[lǎo] old, venerable, outdated; 老师 lǎoshī teacher; 老虎 lǎohǔ tiger; 老张 lǎo Zhāng old Zhang = dear (friend) Mr Zhang
從|[cóng] from, through, join, follower, secondary<br /><br />[cōng] 黑从从 hēicōngcōng murky
動|[dòng] move, change, arouce; 动物 dòngwù animal; 活动 huódòng activity; 运动 yùndòng sports
兩|[liǎng] two (before classifier), 50 grams
長|[cháng] long, lasting, length<br /><br />[zhǎng] grow up, chief, head, older, elder
知|[zhī] realize, sense, inform, tell, (=知道 zhīdao) know; 知识 zhīshi knowledge<br /><br />[zhì] (=智 zhì) wit, (=智慧 zhìhuì) wisdom, (=智力 zhìlì) intellect
民|[mín] (=人民 rénmín) people, {family name}>; 民主 mǐnzhǔ democracy
樣|[yàng] appearance, shape, form, manner; 这样 zhèyàng like this; 怎么样 zěnmeyàng how? in what way?
現|[xiàn] show, appear, current; 现在 xiànzài now; 发现 fāxiàn discover; 现代 xiàndài modern
分|[fēn] divide, fraction, minute, cent; 百分之五 bǎifēnzhīwǔ = 5/100 = 5%<br /><br />[fèn] limits of rights or duty
將|[jiāng] shall; 将来 jiānglái future<br /><br />[jiàng] general, a piece in Chinese chess 麻将 májiàng mahjongg
外|[wài] outside, outer, other, foreign, beyond, relative on ones mother's/sisters/wife's side; 外孙 wàisūn daugthers son; 外国人 wàiguórén foreigner; 意外 yìwài unexpected<br /><br />{Compare with 处 chù place}
但|[dàn] (=但是 dànshì) but, still, nevertheless, however, yet
身|[shēn] life, incarnation, {classifier for suits of clothing}>, (=身体 shēntǐ) body; 亲身 qīnshēn in person, personally
些|[xiē] some, {classifier for plural or indefinite/small amount}>; 一些 yìxiē a number of, some; 这些人 zhèxiē rén these people
與|[yǔ] give, offer, help, support, and<br /><br />[yù] 参与 cānyù participate in<br /><br />[yú] 欤 {interrogative/esclamative particle}><br /><br />{Compare with 写 xiě write}
高|[gāo] high, tall, loud, {polite}> your, {family name}>; 提高 tígāo improve; 高兴 gāoxìng happy; 高见 gāojiàn {polite}> your opinion/idea
意|[yì] (=意思 yìsi, =意义 yìyì) meaning, idea, (=愿意 yuànyi) wish, desire; 意图 yìtú intention; 意见 yìjian opinion; 意大利 Yìdàlì Italy
進|[jìn] enter, go forward, recieve, drink, eat, submit; 进步 jìnbù progress
把|[bǎ] grasp, hold, handle, {classifier for things with handles, handfuls, chairs, etc.}><br /><br />[bà] 把子 bàzi, 把儿 bàr handle
法|[fǎ] (=法律 fǎlǜ) law, (=办法 bànfǎ) method; 法国 Fǎguó France
此|[cǐ] this; 如此 rúcǐ (=这样 zhèyàng) like this; 此地 cǐdì (=这里 zhèlǐ) here, at this place
實|[shí] solid, true, real; 事实 shìshí fact; 实际上 shíjìshang actually; 实在 shízài really
回|[huí] circle, return, reply, turns, times, chapter, Muslim, Hui (ethnic minority), {classifier for chapters, times, etc.}>; 回来 huílái come back; 回去 huíqù go back; 回答 huídá answer
二(A贰)|[èr] two; 二月 èryuè February
理|[lǐ] principle; 理论 lǐlùn theory; 管理 guǎnlǐ manage; 心理 xīnlǐ psychology, mentality
美|[měi] (=美丽 meilì) beautiful, (=好 hǎo) good, (=美德 měidé) virtue, {family name}>; 美国 Měiguó USA; 美元 měiyuán US$ 美家 měijiā artist
點|[diǎn] a drop (of liquid), dot, decimal point, a little, a bit, appoint time, select, choose, order food/drink, {classifier for small amounts}>, (=点火 diǎnhuǒ) light a fire; 一点儿 yìdiǎnr a little; 点头 diǎntóu nod one's head
月|[yuè] month, (=月亮 yuèliang, =月球 yuèqiú) moon
明|[míng] bright, clear, distinct, next (day or year), {family name}>; 明白 míngbai clear, understand; 明天 míngtiān tomorrow
其|[qí] its, that, such, they, them; 其他 qítā other; 尤其 yóuqí especially<br /><br />[jī] anniversary
種|[zhǒng] kind, sort, breed, race<br /><br />[zhòng] to plant, cultivate
聲|[shēng] voice, declaration, (=声音 shēngyīn) sound, {classifier for sounds}>; 声名 shēngmíng reputation, fame, statement, declaration
全|[quán] whole, entire, total, complete, {family name}>; 完全 wánquán completely; 安全 ānquán safety
工|[gōng] (=工作 gōngzuò) work, job; 工人 gōngrén worker
己|[jǐ] (=自己 zìjǐ) self<br /><br />{Compare with 已 yǐ already, which is "closed" on the left side}
話|[huà] speech, word, language, dialect, (=说话 shuōhuà) talk, speak<br /><br />[huo] 白话 báihuo = báihuà vernacular, empty talk
兒|[ér] child; 儿子 érzi son; 女儿 nǚ'ér daughter<br /><br />[r] (noun suffix); 这儿 zhèr here; 那儿 nàr there<br /><br />[rén] (when referring to the radical)<br /><br />{Compare with 兄 xiōng brother, 几 jǐ table, 臾 yú moment}
者|[zhě] one who...; 作者 zuòzhě author; 和平主义者 hépíngzhǔyìzhě pacifist
向|[xiàng] take somebody's part, to, towards, all along, allways, {family name}>, (F嚮) direction, towards, (F曏) formerly, previously; 向者 xiàngzhě formerly, once upon a time
情|[qíng] sensibility, (=感情 gǎnqíng) feeling, emotion; 爱情 àiqíng love
部|[bù] (=部分 bùfen) part, section, unit, {classifier for film, large books, machines, etc.}>, (=部队 bùduì) troops, army; 西部 xībù western part; 全部 quánbù entire
正|[zhèng] right, straight, upright, correct<br /><br />[zhēng] 正月 zhēngyuè, 新正 xīnzhēng the 1st month of lunar year
名|[míng] (=名字 míngzi) name, personal name, reputation, famous, {classifier for persons with professional or prominent social identities, e.g. students, doctors, soldiers, workers}>; 著名 zhùmíng famous; 名词 míngcí noun
定|[dìng] fix, settle, calm, stable, subscribe, (=决定 juédìng) decide; 一定 yídìng definite
女|[nǚ] female, (=女人 nǚrén, =妇女 fùnǚ) woman
問|[wèn] ask, examine; 问题 wèntí question, problem; 访问 fǎngwèn visit
力|[lì] (=活力 nénglì) energy, vitality, {family name}>, (=力量 lìliang) strength, force
機|[jī] (=机器 jīqi) machine; 收音机 shōuyīnjī radio; 飞机 fēijī aircraft
給|[gěi] give, give to, for, for the benefit of; 送给 sònggěi send/present to<br /><br />[jǐ] give, supply, provide, (=供给 gōngjǐ) provide
等|[děng] equal, class, wait, and so on, etc.
几|[jī] small table, (F幾) 几乎 jīhū almost<br /><br />[jǐ] (F幾) how many?, a few, (used in numerals)<br /><br />{Compare with 儿 ér child}
很|[hěn] very, quite; 很好 hěnhǎo very good; 很不错! hěn búcuò! not bad at all!
業|[yè] line of business, trade, occupation, profession, course of study, engage in, {family name}>; 商业 shāngyè commerce; 工业 gōngyè industry; 作业 zuòyè homework
最|[zuì] most, marking for superlative; 最近 zuìjìn recently/soon; 最喜欢 zuì xǐhuan favorite
間|[jiān] room, between, locality, within given time or space, {classifier for rooms}><br /><br />[jiàn] gap, interval<br /><br />[gān] 半间不界 bàn'gānbùgà neither this nor that, inexplicit, equivocal, mediocre
新|[xīn] new, renew; 重新 chóngxīn again; 新闻 xīnwén news
甚|[shén] 什么 shénme what?<br /><br />[shí] (=十 shí) ten
打|[dǎ] strike, hit, get, play, (generalized verb with specific meaning determined by its object); 打算 dǎsuan plan, intend; 打开 dǎkāi open, unfold; 打击 dǎjī strike, hitt, attack, assault<br /><br />[dá] dozen
便|[biàn] (=方便 fāngbiàn) convenient<br /><br />[pián] 便宜 piányi cheap<br /><br />{Compare with 使 shǐ send and 更 gèng more}
位|[wèi] place, location, position, {polite classifier for people}>
因|[yīn] cause, (=因为 yīnwèi) because, (=原因 yuányīn) reason
重|[zhòng] weight, considerable in amount/value, (=沉重 chénzhòng) heavy, weighty, (=重要 zhòngyào) important<br /><br />[chóng] again
被|[bèi] quilt, cover (with), by (indicates passive voice)<br /><br />[pī] 被服 pīfú = bèifú bedding and clothing, something one hangs on to
走|[zǒu] go, walk, leave
電|[diàn] (=闪电 shǎndiàn) (flash of) lightning, (=电气 diànqì) electricity; 电话 diànhuà phone; 电脑 diànnǎo computer
四(A肆)|[sì] four; 四周 sìzhōu all around; 四月 sìyuè April
第|[dì] indicating ordinal number, ~th; 第三世界 dì-sān shìjiè 3rd World; 第一次 dì-yī cì 1st time
門|[mén] door, gate, family, house, valve, switch, {family name}>, {classifier for courses, braches of science, etc.}>; 门口 ménkǒu doorway; 部门 bùmén department; 门铃 ménlíng doorbell
相|[xiāng] each other, mutual, mode, phase, {family name}><br /><br />[xiàng] look at, appearance, photo
次|[cì] occurence, time, second, inferior, number of times; 两次 liǎng cì twice
東|[dōng] master, owner, {family name}> (=东方 dōngfāng) east; 东北 dōngběi northeast; 东西 dōngxi thing, creature<br /><br />{Compare with 车 chē vehicle}
政|[zhèng] (=政治 zhèngzhì) politics, political affairs, (=政府 zhèngfǔ) government
海|[hǎi] sea, big lake, {family name}>, (=海洋 hǎiyáng, =大海 dàhǎi) sea, ocean
口|[kǒu] mouth, opening, entrance, hole, cut, {classifier for mouthfuls, people, wells, etc.}>; 门口 ménkǒu doorway; 人口 rénkǒu population
使|[shǐ] make, cause to (do), send (as envoy), (=使用 shǐyòng) use, apply<br /><br />{Compare with 吏 lì and 便 biàn official}
教|[jiāo] teach; 王老师教数学. Wáng lǎoshī jiāo shùxué. Teacher Wang teaches math.<br /><br />[jiào] cause, ask to, teach; 教师 jiàoshī teacher, instructor; 教育 jiàoyù education
西|[xī] west, western; 东西 dōngxi thing; 西北 xīběi northwest
再|[zài] again, once more; 再见 zàijiàn goodbye
平|[píng] flat, level, even; 水平 shuǐpíng level; 和平 hépíng peace; 平常 píngcháng ordinary, common, usually<br /><br />{Compare with 半 bàn half}
真|[zhēn] true, genuine, really<br /><br />{There are two ways of writing this character!}
聽|[tīng] listen; 听见 tīngjiàn hear; 听不懂 tīngbudǒng don't understand (by listening)
世|[shì] generation, {family name}>, (=世界 shìjiè) world; 世纪 shìjì century
氣|[qì] air, gas, vapor, spirit, vital energy; 天气 tiānqi weather
信|[xìn] letter, message, information, (=相信 xiāngxìn) belive in; 信封 xìnfēng envelope
北|[běi] north; 东北 dōngběi northeast; 北京 Běijīng
少|[shǎo] few, little, less, lack<br /><br />[shào] young; 少年 shàonián juvenile
關|[guān] shut, close, turn off, close down, concern, key part; 关系 guānxi connection; 关于 guānyú concerning
并|[bìng] (F併) combine, merge, (F並) and, equally, truly<br /><br />[bīng] 并州 Bìng Zhōu (Taiyuan in Shanxi)<br /><br />{Compare with 开 kāi open}
內|[nèi] inside; 内容 nèiróng content<br /><br />{Compare with 肉 ròu meat and 丙 bǐng third}
加|[jiā] add, plus, append, (=增加 zēngjiā) increase; 参加 cānjiā join
化|[huà] convert, melt, dissolve, digest, incinerate, (=变化 biànhuà) change, transform<br /><br />[huā] (=花 huā) spend
由|[yóu] from, let, (=由于 yóuyú) due to, (=理由 lǐyóu) cause, reason; 自由 zìyóu freedom<br /><br />{Compare with 甲 jiǎ helmet and 申 shēn explain}
卻|[què] however, but, yet
代|[dài] (=代表 dàibiǎo) represent, (=时代 shídài) generation, period, epoch, {classifier for periods}>; 现代 xiàndài modern (times); 上代 shàngdài previous generation
軍|[jūn] army, military, troops
產|[chǎn] give birth to, (=产生 chǎnshēng) produce, (=产品 chǎnpǐn) product
入|[rù] (=进入 jìnrù) enter, get into; 收入 shōurù income<br /><br />{Compare with 人 rén person}
先|[xiān] first, before, earlier; 先生 xiānsheng mister, gentleman, Sir; 祖先 zǔxiān = 先辈 xiānbèi ancestor<br /><br />{Compare with 失 shī lose}
山|[shān] hill, mountain, {family name}>; 火山 huǒshān volcano; 山脉 shānmài mountain range
五(A伍)|[wǔ] five; 五月 wǔyuè May
太|[tài] great, very, too; 太太 tàitai Madame; 太阳 tàiyáng sun, sunshine<br /><br />{Compare with 大 dà big}
水|[shuǐ] water, liquid, {family name}>; 水平 shuǐpíng level; 水果 shuǐguǒ fruit; 药水 yàoshuǐ liquid medecine<br /><br />{Compare with 永 yǒng forever}
萬|[wàn] ten thousand, myriad, {family name}>; 万岁 wànsuì long live<br /><br />[Mò] 万俟 Mòqí {family name}><br /><br />{Compare with 方 fāng square}
市|[shì] (=市场 shìchǎng) market, (=城市 chéngshì) city, town
眼|[yǎn] (=眼睛 yǎnjing) eye; 眼镜 yǎnjìng glasses
體|[tǐ] substance, (=身体 shēntǐ) body; 具体 jùtǐ concrete, specific; 体字 tǐzì style of written Chinese, typface, font<br /><br />[tī] 体己 tīji (or tǐjǐ) intimate, confidential
別,彆|[bié] separate, other, don't, leave, differentiate, {family name}><br /><br />[biè] 别扭 bièniu awkward
處|[chù] place, part, point, department, office<br /><br />[chǔ] deal with, get along with somebody<br /><br />{Compare with 外 wài outside}
總|[zǒng] general, overall, always, (=总数 zǒngshù) sum, total; 总统 zǒngtǒng president (of a republic)
纔|[cái] talent, only then; 刚才 gāngcái just now
場|[chǎng] field, place where people gather, stage, level open ground, country fair, market, {classifier for games, performances etc.}><br /><br />[cháng] {classifier for happenings}>
師|[shī] (=老师 lǎoshī) teacher; 师傅 shīfu master
書|[shū] book, style of calligraphy; 书记 shūji clerk; 图书馆 túshūguǎn library
比|[bǐ] compare, contrast; 比较 bǐjiào relatively; 比如 bǐrú efor example
住|[zhù] live (in a place)
員|[yuán] member. ~ist, ~er; 委员会 wěiyuánhuì committee; 人员 rényuán personnel
九(A玖)|[jiǔ] nine; 九月 jiǔyuè September
笑|[xiào] laugh
性|[xìng] sex, gender, nature, disposission, ~ness; 可能性 kěnéngxìng possibility
通|[tōng] communicate, notify, connect, join, know very well, authority, expert, (=通过 tōngguò) go through, {classifier for telegrams}>, {family name}>; 交通 jiāotōng traffic; 普通话 Pǔtōnghù Common Speach = Mandarin<br /><br />[tòng] {classifier for actions}>
目|[mù] eye; 目前 mùqián in front of ones eyes, at present; 目的 mùdì goal, purpose, aim; 目录 mùlù catalogue, list, list of contents<br /><br />{Compare with 自 zì self and 日 rì sun}
華|[huá] glory, splendor, magnificent, (=中华 Zhōnghuá) China<br /><br />[Huà] {family name}>; 华山 Huà Shān (mountain in Shaanxi)
